id,user_id,user_login,user_name,title,description,created_at,published_at,url,thumbnail_url,viewable,view_count,language,type,duration
872023018,50985620,papaplatte,Papaplatte,HEY FREUNDE KLICKT DOCH SMILEW,,2021-01-13T14:15:52Z,2021-01-13T14:15:52Z,https://www.twitch.tv/videos/872023018,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/bdadc6b40315eb4fb813_papaplatte_40726507180_1610547341//thumb/thumb0-%{width}x%{height}.jpg,public,790471,de,archive,11h4m30s
870937355,50985620,papaplatte,Papaplatte,RUST RUST RUST POGCHAMP POGCHAMP POGCHAMP (DROPS ON),,2021-01-12T17:00:26Z,2021-01-12T17:00:26Z,https://www.twitch.tv/videos/870937355,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/06aaff20428ecd5004eb_papaplatte_40717349628_1610470815//thumb/thumb0-%{width}x%{height}.jpg,public,649240,de,archive,9h0m56s
869654991,50985620,papaplatte,Papaplatte,RUST STREAMER SERVER (DROPS AN),,2021-01-11T15:10:53Z,2021-01-11T15:10:53Z,https://www.twitch.tv/videos/869654991,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/90fe681d06a1f2480946_papaplatte_40705017852_1610377842//thumb/thumb0-%{width}x%{height}.jpg,public,750974,de,archive,8h0m18s
868443875,50985620,papaplatte,Papaplatte,RUST STREAMER SERVER AB 17 UHR (DROPS AN),,2021-01-10T14:18:00Z,2021-01-10T14:18:00Z,https://www.twitch.tv/videos/868443875,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/749f516149cad9159792_papaplatte_40693092044_1610288269//thumb/thumb0-%{width}x%{height}.jpg,public,829783,de,archive,9h13m40s
867133034,50985620,papaplatte,Papaplatte,ICH WERDE HEUTE IN JEDEM GAME RASIEREN WAS ICH SPIELE NO CAP,,2021-01-09T14:33:57Z,2021-01-09T14:33:57Z,https://www.twitch.tv/videos/867133034,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/1eb0e86172044c4359d9_papaplatte_41251965662_1610202828//thumb/thumb0-%{width}x%{height}.jpg,public,855091,de,archive,9h27m44s
863365421,50985620,papaplatte,Papaplatte,HALLO MIR FÄLLT EIGENTLICH WIEDER NIX EIN WAS MAN HIER HIN SCHREIBEN KANN XDDDD,,2021-01-06T14:21:32Z,2021-01-06T14:21:32Z,https://www.twitch.tv/videos/863365421,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/786ed990a18f6b7d17b3_papaplatte_40637282892_1609942881//thumb/thumb0-%{width}x%{height}.jpg,public,547674,de,archive,7h58m56s
896198869,84432477,swaggersouls,SwaggerSouls,#EPICSMP BBNO$ LIVE SET IN THE NIGHTCLUB (CREATE MOD),,2021-02-01T00:45:57Z,2021-02-01T00:45:57Z,https://www.twitch.tv/videos/896198869,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/53d78c7970bbde116a79_swaggersouls_40400102829_1612140347//thumb/thumb0-%{width}x%{height}.jpg,public,114568,en,archive,3h15m35s
894927640,84432477,swaggersouls,SwaggerSouls,#EPICSMP IMPROVING ECONOMY AND INDUSTRY (CREATE MOD),,2021-01-31T02:11:46Z,2021-01-31T02:11:46Z,https://www.twitch.tv/videos/894927640,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/51a7b02dd5acc5757474_swaggersouls_40387574877_1612059096//thumb/thumb0-%{width}x%{height}.jpg,public,163754,en,archive,5h56m18s
893622545,84432477,swaggersouls,SwaggerSouls,#EPICSMP THE KING OF BUNGERBURG RECRUITS AN ARMY (CREATE MOD),,2021-01-30T04:05:45Z,2021-01-30T04:05:45Z,https://www.twitch.tv/videos/893622545,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/312bd2d073f264feb9f5_swaggersouls_40375226445_1611979536//thumb/thumb0-%{width}x%{height}.jpg,public,135607,en,archive,6h3m43s
892300381,84432477,swaggersouls,SwaggerSouls,#EPICSMP ONBOARIND NEW EMPLOYEES (CREATE MOD),,2021-01-29T05:00:39Z,2021-01-29T05:00:39Z,https://www.twitch.tv/videos/892300381,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/897962c5eb282ca8720d_swaggersouls_40362703261_1611896429//thumb/thumb0-%{width}x%{height}.jpg,public,303766,en,archive,10h13m52s
890828923,84432477,swaggersouls,SwaggerSouls,#EPICSMP THE PLAGUE RATS ARE HERE (CREATE MOD),,2021-01-28T01:54:53Z,2021-01-28T01:54:53Z,https://www.twitch.tv/videos/890828923,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/6fb0777275cecd2d5f94_swaggersouls_40348886221_1611798883//thumb/thumb0-%{width}x%{height}.jpg,public,243070,en,archive,8h44m12s
886125369,84432477,swaggersouls,SwaggerSouls,#EPICSMP REPAIRING THE TRAIN SYSTEM (Create Mod),,2021-01-24T10:04:16Z,2021-01-24T10:04:16Z,https://www.twitch.tv/videos/886125369,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/a2087c2f454e11aaf430_swaggersouls_40302172893_1611482646//thumb/thumb0-%{width}x%{height}.jpg,public,140121,en,archive,5h14m22s
885636700,84432477,swaggersouls,SwaggerSouls,#EPICSMP SHOWING OFF THE TRAIN SYSTEM (Create Mod),,2021-01-24T00:10:26Z,2021-01-24T00:10:26Z,https://www.twitch.tv/videos/885636700,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/dac70002142c9125fc4d_swaggersouls_40297643709_1611447017//thumb/thumb0-%{width}x%{height}.jpg,public,94072,en,archive,2h8m32s
884449294,84432477,swaggersouls,SwaggerSouls,#EPICSMP STARTING THE TRAIN SYSTEM (Create Mod),,2021-01-23T03:24:32Z,2021-01-23T03:24:32Z,https://www.twitch.tv/videos/884449294,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/c10a4de175b442b07837_swaggersouls_40286167517_1611372262//thumb/thumb0-%{width}x%{height}.jpg,public,263763,en,archive,8h26m12s
882990625,84432477,swaggersouls,SwaggerSouls,#EPICSMP STARTING THE TRAIN SYSTEM (Create Mod),,2021-01-22T01:43:37Z,2021-01-22T01:43:37Z,https://www.twitch.tv/videos/882990625,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/0712bd7b9b3397e8342d_swaggersouls_40272521597_1611279807//thumb/thumb0-%{width}x%{height}.jpg,public,271431,en,archive,7h37m46s
881859096,84432477,swaggersouls,SwaggerSouls,#EPICSMP CONSTRUCTION PROJECT PT II (Create Mod),,2021-01-21T03:21:56Z,2021-01-21T03:21:56Z,https://www.twitch.tv/videos/881859096,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/ed5165f7e37b899ab3d2_swaggersouls_40261283965_1611199306//thumb/thumb0-%{width}x%{height}.jpg,public,262657,en,archive,8h1m31s
880625395,84432477,swaggersouls,SwaggerSouls,#EPICSMP CONSTRUCTION PROJECT (Create Mod),,2021-01-20T03:54:01Z,2021-01-20T03:54:01Z,https://www.twitch.tv/videos/880625395,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/069ef48fcd77790677bf_swaggersouls_40249563405_1611114832//thumb/thumb0-%{width}x%{height}.jpg,public,337114,en,archive,10h32m46s
879387316,84432477,swaggersouls,SwaggerSouls,#EPICSMP CONSTRUCTION PROJECT,,2021-01-19T03:49:27Z,2021-01-19T03:49:27Z,https://www.twitch.tv/videos/879387316,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/026696e6d905f1489ed0_swaggersouls_40237564957_1611028157//thumb/thumb0-%{width}x%{height}.jpg,public,453210,en,archive,13h11m38s
878319471,84432477,swaggersouls,SwaggerSouls,#EPICSMP ENGINEER AT IT AGAIN,,2021-01-18T09:36:00Z,2021-01-18T09:36:00Z,https://www.twitch.tv/videos/878319471,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/bb3d83314831bc3ecdb5_swaggersouls_40226759965_1610962550//thumb/thumb0-%{width}x%{height}.jpg,public,203700,en,archive,6h43m29s
877978748,84432477,swaggersouls,SwaggerSouls,#EPICSMP ENGINEER AT IT AGAIN,,2021-01-18T01:21:40Z,2021-01-18T01:21:40Z,https://www.twitch.tv/videos/877978748,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/5aa116975dbb1026b87a_swaggersouls_40223440541_1610932890//thumb/thumb0-%{width}x%{height}.jpg,public,147926,en,archive,4h4m38s
876340018,84432477,swaggersouls,SwaggerSouls,#EPICSMP LAUNCH,,2021-01-16T21:03:05Z,2021-01-16T21:03:05Z,https://www.twitch.tv/videos/876340018,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/2c31c07bd82d049592c9_swaggersouls_40207740173_1610830975//thumb/thumb0-%{width}x%{height}.jpg,public,567731,en,archive,13h3m6s
874087446,84432477,swaggersouls,SwaggerSouls,CHEEKY BIT OF TARKOV,,2021-01-15T03:02:39Z,2021-01-15T03:02:39Z,https://www.twitch.tv/videos/874087446,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/8f71a9b0ee830b3de42d_swaggersouls_40185575917_1610679750//thumb/thumb0-%{width}x%{height}.jpg,public,46469,en,archive,3h48m18s
871759408,84432477,swaggersouls,SwaggerSouls,THE TASKMAN RETURNS PT V (OTV RUST),,2021-01-13T05:04:38Z,2021-01-13T05:04:38Z,https://www.twitch.tv/videos/871759408,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/bc647e0dd3c451a7287d_swaggersouls_40162938189_1610514268//thumb/thumb0-%{width}x%{height}.jpg,public,139700,en,archive,6h7m4s
870487246,84432477,swaggersouls,SwaggerSouls,THE TASKMAN RETURNS PT IV (OTV RUST),,2021-01-12T03:50:10Z,2021-01-12T03:50:10Z,https://www.twitch.tv/videos/870487246,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/e0b00c76c10b6873a868_swaggersouls_40150380269_1610423400//thumb/thumb0-%{width}x%{height}.jpg,public,190460,en,archive,9h9m2s
869503762,84432477,swaggersouls,SwaggerSouls,THE TASKMAN RETURNS PT III (OTV RUST),,2021-01-11T10:32:50Z,2021-01-11T10:32:50Z,https://www.twitch.tv/videos/869503762,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/b0bd752f1dd6db88c8fb_swaggersouls_40140595837_1610361160//thumb/thumb0-%{width}x%{height}.jpg,public,29302,en,archive,1h14m55s
869311738,84432477,swaggersouls,SwaggerSouls,THE TASKMAN RETURNS PT III (OTV RUST),,2021-01-11T03:48:47Z,2021-01-11T03:48:47Z,https://www.twitch.tv/videos/869311738,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/da5f71ae486ee2a9a6cc_swaggersouls_40138494013_1610336917//thumb/thumb0-%{width}x%{height}.jpg,public,148088,en,archive,6h39m7s
898560976,3389768,philza,Philza,"*Archive* Feb 1, 2021",,2021-02-02T22:15:03Z,2021-02-02T22:15:03Z,https://www.twitch.tv/videos/898560976,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/cb3f215fd85928684e92_philza_77527599066_7150051174//thumb/thumb898560976-%{width}x%{height}.jpg,public,327,en,highlight,7h15m28s
898559720,3389768,philza,Philza,"*Archive* Jan 29, 2021",,2021-02-02T22:13:57Z,2021-02-02T22:13:57Z,https://www.twitch.tv/videos/898559720,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/7bf161952d6de0f8be85_philza_61913257028_3359292494//thumb/thumb898559720-%{width}x%{height}.jpg,public,30,en,highlight,7h15m14s
898559142,3389768,philza,Philza,"*Archive* Jan 27, 2021",,2021-02-02T22:13:28Z,2021-02-02T22:13:28Z,https://www.twitch.tv/videos/898559142,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/52255c950605b05f57ee_philza_94707291406_8654374649//thumb/thumb898559142-%{width}x%{height}.jpg,public,35,en,highlight,3h13m36s
898559086,3389768,philza,Philza,"*Archive* Jan 27, 2021",,2021-02-02T22:13:25Z,2021-02-02T22:13:25Z,https://www.twitch.tv/videos/898559086,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/c701134456052b43ed0f_philza_64307284969_3630895431//thumb/thumb898559086-%{width}x%{height}.jpg,public,19,en,highlight,3h13m36s
898554361,3389768,philza,Philza,"*Archive* Jan 25, 2021",,2021-02-02T22:09:39Z,2021-02-02T22:09:39Z,https://www.twitch.tv/videos/898554361,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/4891293f10b0a4876963_philza_22546033478_3316815966//thumb/thumb898554361-%{width}x%{height}.jpg,public,19,en,highlight,7h3m15s
898553351,3389768,philza,Philza,"*Archive* Jan 22, 2021",,2021-02-02T22:08:48Z,2021-02-02T22:08:48Z,https://www.twitch.tv/videos/898553351,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/21b1033cc14adadc74ee_philza_78832756060_9430892601//thumb/thumb898553351-%{width}x%{height}.jpg,public,15,en,highlight,4h37m32s
898552951,3389768,philza,Philza,"*Archive* Jan 20, 2021",,2021-02-02T22:08:26Z,2021-02-02T22:08:26Z,https://www.twitch.tv/videos/898552951,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/fbc54316340023390381_philza_73475231270_5558801834//thumb/thumb898552951-%{width}x%{height}.jpg,public,12,en,highlight,7h23m49s
898552321,3389768,philza,Philza,"*Archive* Jan 18, 2021 pt 2",,2021-02-02T22:07:55Z,2021-02-02T22:07:55Z,https://www.twitch.tv/videos/898552321,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/eed2427999d7cbacf0a2_philza_17167586947_7389238930//thumb/thumb898552321-%{width}x%{height}.jpg,public,19,en,highlight,4h1m16s
898551576,3389768,philza,Philza,"*Archive* Jan 18, 2021 pt 1",,2021-02-02T22:07:18Z,2021-02-02T22:07:18Z,https://www.twitch.tv/videos/898551576,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/283c475b4f902924dba8_philza_93749787708_6081237137//thumb/thumb898551576-%{width}x%{height}.jpg,public,17,en,highlight,7m44s
898551035,3389768,philza,Philza,"*Archive* Jan 15, 2021",,2021-02-02T22:06:50Z,2021-02-02T22:06:50Z,https://www.twitch.tv/videos/898551035,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/5c318630552855222a32_philza_48667551228_9986477534//thumb/thumb898551035-%{width}x%{height}.jpg,public,9,en,highlight,5h2m23s
898550288,3389768,philza,Philza,"*Archive* Jan 13, 2021",,2021-02-02T22:06:13Z,2021-02-02T22:06:13Z,https://www.twitch.tv/videos/898550288,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/b7a7393a8d7f819b4649_philza_56862373106_6996252956//thumb/thumb898550288-%{width}x%{height}.jpg,public,8,en,highlight,2h44m0s
898549798,3389768,philza,Philza,"*Archive* Jan 11, 2021",,2021-02-02T22:05:50Z,2021-02-02T22:05:50Z,https://www.twitch.tv/videos/898549798,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/38cd8d694fee2bcf81bb_philza_61291529965_9696160380//thumb/thumb898549798-%{width}x%{height}.jpg,public,13,en,highlight,3h19m37s
898549233,3389768,philza,Philza,"*Archive* Jan 11, 2021",,2021-02-02T22:05:24Z,2021-02-02T22:05:24Z,https://www.twitch.tv/videos/898549233,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/2d2df3d07905a21aa057_philza_43470925959_1760897618//thumb/thumb898549233-%{width}x%{height}.jpg,public,10,en,highlight,3h19m37s
898548509,3389768,philza,Philza,"*Archive* Jan 10, 2021",,2021-02-02T22:04:51Z,2021-02-02T22:04:51Z,https://www.twitch.tv/videos/898548509,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/4f728ae8b8e653cf8649_philza_57581418690_8600225333//thumb/thumb898548509-%{width}x%{height}.jpg,public,14,en,highlight,3h21m14s
896926259,3389768,philza,Philza,hardcore boi weeeeeeeeeeeeeeeeeeeee,,2021-02-01T18:00:13Z,2021-02-01T18:00:13Z,https://www.twitch.tv/videos/896926259,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/52f92ba92dbe9115d175_philza_40953989260_1612202400//thumb/thumb0-%{width}x%{height}.jpg,public,986201,en,archive,7h15m28s
892803717,3389768,philza,Philza,Hardcore Season 4 - Ocean Monument stuff & chill :),,2021-01-29T17:58:22Z,2021-01-29T17:58:22Z,https://www.twitch.tv/videos/892803717,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/1a208efbd17cda0ad113_philza_40914028844_1611943082//thumb/thumb0-%{width}x%{height}.jpg,public,770703,en,archive,7h15m14s
890231618,3389768,philza,Philza,Dream SMP - Total chill stream nothing secretive here nope :),,2021-01-27T17:54:11Z,2021-01-27T17:54:11Z,https://www.twitch.tv/videos/890231618,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/48729cb036d8947e179b_philza_40890473836_1611770032//thumb/thumb0-%{width}x%{height}.jpg,public,956959,en,archive,3h13m36s
887696043,3389768,philza,Philza,Hardcore boi here i go weeeeeeeeeee,,2021-01-25T17:59:37Z,2021-01-25T17:59:37Z,https://www.twitch.tv/videos/887696043,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/7f31936eae013224185a_philza_40868596012_1611597558//thumb/thumb0-%{width}x%{height}.jpg,public,1005487,en,archive,7h3m15s
883685871,3389768,philza,Philza,Dream SMP - Top secret stuff for cool kids only,,2021-01-22T17:58:43Z,2021-01-22T17:58:43Z,https://www.twitch.tv/videos/883685871,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/86540c2c6c4639f54c0b_philza_40830180508_1611338304//thumb/thumb0-%{width}x%{height}.jpg,public,1064309,en,archive,4h37m32s
881167261,3389768,philza,Philza,SNAPSHOT TIME GLOWY BOI IS HERE ALSO OTHER THINGS I HAVEN'T SEE YET POG,,2021-01-20T17:59:44Z,2021-01-20T17:59:44Z,https://www.twitch.tv/videos/881167261,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/bbe507f209b0ba652bcd_philza_40808215356_1611165560//thumb/thumb0-%{width}x%{height}.jpg,public,1481850,en,archive,7h23m49s
873096472,84110474,pink_sparkles,Pink_Sparkles,BED STREAM —- instagram.com/pnkysparkles,,2021-01-14T09:19:46Z,2021-01-14T09:19:46Z,https://www.twitch.tv/videos/873096472,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/9e1f0a371c3e197f36c7_pink_sparkles_41308663038_1610615977//thumb/thumb0-%{width}x%{height}.jpg,public,207908,en,archive,2h52m52s
843740444,84110474,pink_sparkles,Pink_Sparkles,🎄🎅 CHARITY BAKING STREAM 🎅 🎄 !Charity !Guests,,2020-12-20T05:47:02Z,2020-12-20T05:47:02Z,https://www.twitch.tv/videos/843740444,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/545e0575dcb6c78e682a_pink_sparkles_41017692718_1608443212//thumb/thumb0-%{width}x%{height}.jpg,public,345077,en,archive,4h37m2s
842658379,84110474,pink_sparkles,Pink_Sparkles,DRUNK STREAM -- DANCES ⭐ -- instagram.com/pnkysparkles/,,2020-12-19T09:16:40Z,2020-12-19T09:16:40Z,https://www.twitch.tv/videos/842658379,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/8931bc7e8e2b330b2332_pink_sparkles_41007858350_1608369390/thumb/custom-1dd540e6-29c2-49a4-92c1-abf438c801a8-%{width}x%{height}.jpeg,public,205024,en,archive,1h52m51s
827603788,84110474,pink_sparkles,Pink_Sparkles,DANCES AND GAMES ⭐ -- instagram.com/pnkysparkles,,2020-12-06T08:59:55Z,2020-12-06T08:59:55Z,https://www.twitch.tv/videos/827603788,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/57e9ea4ae79dcca5c96e_pink_sparkles_40841440798_1607245185/thumb/custom-3d01d130-0af4-4fcc-a674-f162adee449e-%{width}x%{height}.jpeg,public,401898,en,archive,2h41m8s
119997423,84110474,pink_sparkles,Pink_Sparkles,Bronze plays,dont use without permission,2017-02-05T20:16:49Z,2017-02-05T20:16:49Z,https://www.twitch.tv/videos/119997423,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/5bef41c543_pink_sparkles_24401024448_593734530/thumb/customc31e4119a82b8f96-%{width}x%{height}.jpeg,public,116786,en,highlight,1m4s
77559175,84110474,pink_sparkles,Pink_Sparkles,PRO Caitlyn plays ( ͡° ͜ʖ ͡°),Not so much pro but a fun game :) <3 ,2016-07-12T00:58:02Z,2016-07-12T00:58:02Z,https://www.twitch.tv/videos/77559175,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/f38d8ee586_pink_sparkles_22287571760_483498777//thumb/thumb77559175-%{width}x%{height}.jpg,public,35129,en,highlight,12m3s
897926912,27686136,sivhd,SivHD,⭐ SivHD's GRAND CATGIRL CASINO ⭐ Day #108 in a row!,,2021-02-02T12:44:59Z,2021-02-02T12:44:59Z,https://www.twitch.tv/videos/897926912,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/bc790e8143c1aebec044_sivhd_40961778620_1612269888//thumb/thumb0-%{width}x%{height}.jpg,public,10704,en,archive,4h5m34s
896644687,27686136,sivhd,SivHD,⭐ SivHD's GRAND CATGIRL CASINO ⭐ Day #107 in a row!,,2021-02-01T12:38:13Z,2021-02-01T12:38:13Z,https://www.twitch.tv/videos/896644687,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/3537744c6fcb54ec06cf_sivhd_40950407788_1612183073//thumb/thumb0-%{width}x%{height}.jpg,public,9888,en,archive,5h13m54s
895340358,27686136,sivhd,SivHD,⭐ SivHD's GRAND CATGIRL CASINO ⭐ Day #106 in a row! - WEEKEND BONUS,,2021-01-31T11:47:16Z,2021-01-31T11:47:16Z,https://www.twitch.tv/videos/895340358,https://static-cdn.jtvnw.net/cf_vods/d3c27h4odz752x/07ccf0bd34eb90f46989_sivhd_40938153900_1612093626//thumb/thumb0-%{width}x%{height}.jpg,public,12034,en,archive,5h36m36s
